row,neutral,approval,optimism,realization,excitement,admiration,annoyance,caring,desire,curiosity,joy,confusion,disapproval,gratitude,love,disappointment,amusement,relief,surprise,anger,sadness,disgust,pride,fear,nervousness,remorse,grief,embarrassment
1,0.9090070724487305,0.116834856569767,0.018165579065680504,0.01066109724342823,0.004816817585378885,0.003977807238698006,0.003751075826585293,0.0035764414351433516,0.0033358349464833736,0.003000249620527029,0.0028330711647868156,0.0024063794407993555,0.002006269758567214,0.0014137661783024669,0.0013348705833777785,0.0012145466171205044,0.0010694676311686635,0.0009013256640173495,0.0006629570852965117,0.0006471885135397315,0.0006033113459125161,0.0005767379188910127,0.0005416402709670365,0.0005145802861079574,0.00029335773433558643,0.0002498413377907127,0.0001905695244204253,0.0001872870634542778
2,0.8734498620033264,0.10032058507204056,0.014385229907929897,0.009651931002736092,0.005745273549109697,0.0022263284772634506,0.0031850894447416067,0.0037455931305885315,0.0030276940669864416,0.0060485852882266045,0.004631441086530685,0.004347241949290037,0.0018201129278168082,0.0017805887619033456,0.0017526077572256327,0.0009827736066654325,0.001544553553685546,0.00100581010337919,0.0008456377545371652,0.0005870881723240018,0.0006238319911062717,0.0004619912360794842,0.00042566724005155265,0.0004508264537435025,0.0003504828782752156,0.00032569936593063176,0.00019848867668770254,0.00021701987134292722
3,0.966543436050415,0.009050015360116959,0.0027295153122395277,0.005700715351849794,0.006408367771655321,0.002305175643414259,0.007009375374764204,0.0010395586723461747,0.0016540444921702147,0.003359671449288726,0.003566672094166279,0.003514567855745554,0.00200810469686985,0.0008714399300515652,0.0015851015923544765,0.002545422175899148,0.002933067036792636,0.0003917942813131958,0.0025111313443630934,0.003184559755027294,0.001971948193386197,0.0017789147095754743,0.0004576903593260795,0.0016417094739153981,0.0005411786842159927,0.0003425478935241699,0.000519353139679879,0.0008416243945248425
4,0.12976305186748505,0.057813726365566254,0.010799426585435867,0.02733008749783039,0.03651779890060425,0.00412714621052146,0.02704487554728985,0.0015790698816999793,0.012072719633579254,0.3614470958709717,0.006064810324460268,0.08678900450468063,0.05215239152312279,0.00018822640413418412,0.0031244326382875443,0.018621506169438362,0.002686326624825597,0.0014739367179572582,0.054757118225097656,0.0028308157343417406,0.0029855885077267885,0.011382090859115124,0.0004174038767814636,0.012466044165194035,0.006159784272313118,0.0008937282836996019,0.000656270538456738,0.007465606089681387
5,0.11830518394708633,0.1575406789779663,0.02455698698759079,0.006685623899102211,0.008729558438062668,0.014585922472178936,0.012925016693770885,0.5995396971702576,0.014938760548830032,0.0033821624238044024,0.028238240629434586,0.0016715624369680882,0.02452664077281952,0.008087875321507454,0.5553925037384033,0.003812238806858659,0.0006897850544191897,0.007246088236570358,0.0008833702304400504,0.009692695923149586,0.005267349071800709,0.0013454771833494306,0.0023485247511416674,0.0019467300735414028,0.0020088893361389637,0.0025288620963692665,0.001826222869567573,0.000545994087588042
6,0.30945736169815063,0.049062903970479965,0.007650621701031923,0.023874100297689438,0.01041674055159092,0.011075783520936966,0.14573319256305695,0.002242232207208872,0.0019296288955956697,0.03486346825957298,0.034457046538591385,0.010244694538414478,0.09210767596960068,0.00030117976712062955,0.0011351639404892921,0.024115553125739098,0.24884828925132751,0.0027264447417110205,0.007661878596991301,0.007810795214027166,0.0017347363755106926,0.0015876067336648703,0.0012777956435456872,0.00040449787047691643,0.0009216469479724765,0.00046175968600437045,0.0005712996353395283,0.002996552037075162
7,0.06703675538301468,0.017504751682281494,0.0061715152114629745,0.013547687791287899,0.0010763350874185562,0.002934415824711323,0.03340078517794609,0.07077153772115707,0.008107476867735386,0.005174478981643915,0.002589296782389283,0.002709910972043872,0.08761509507894516,0.0008909229654818773,0.008847915567457676,0.10229577869176865,0.0018820335390046239,0.0018596090376377106,0.0010952511802315712,0.017974119633436203,0.7889775633811951,0.004031799733638763,0.0004120479861740023,0.0030765149276703596,0.0057884263806045055,0.009972571395337582,0.01432069856673479,0.0017970248591154814
8,0.5204938054084778,0.033426519483327866,0.007268356159329414,0.011745994910597801,0.0011708182282745838,0.0015852797077968717,0.024176806211471558,0.00445636035874486,0.001883468241430819,0.46543532609939575,0.0009526332141831517,0.1552325189113617,0.008785666897892952,0.0002856943756341934,0.0007680700509808958,0.004795297048985958,0.0008735882001928985,0.00037529561086557806,0.0041179293766617775,0.0030992859974503517,0.001643179333768785,0.0012531840475276113,0.0001189617469208315,0.0011273378040641546,0.0007554538897238672,0.0004517201450653374,0.00037378136767074466,0.0008395111071877182
9,0.1359066218137741,0.029101217165589333,0.006189636420458555,0.0799933448433876,0.13733074069023132,0.00567593052983284,0.01059439405798912,0.003321725409477949,0.011712432838976383,0.0010796557180583477,0.42353180050849915,0.001553767709992826,0.0032875968609005213,0.005864887963980436,0.005210788920521736,0.010449270717799664,0.006162105593830347,0.03340431675314903,0.01327473670244217,0.002117133466526866,0.014972628094255924,0.001469924347475171,0.010323445312678814,0.003764303168281913,0.009004798717796803,0.0011241019237786531,0.003304549725726247,0.003222752595320344
10,0.3240898847579956,0.6040740013122559,0.02033000811934471,0.05329963192343712,0.010897906497120857,0.020512232556939125,0.010030882433056831,0.03432018682360649,0.006954384036362171,0.000717490038368851,0.0925050675868988,0.0017986446619033813,0.0046943738125264645,0.0035278594586998224,0.005344540812075138,0.003822250058874488,0.001135928207077086,0.0474611297249794,0.0008587586344219744,0.0013115860056132078,0.0031511769630014896,0.000966246472671628,0.016009965911507607,0.0011622360907495022,0.002941363723948598,0.0009971063118427992,0.001195473363623023,0.0011090550106018782
11,0.15679533779621124,0.14594973623752594,0.010014255531132221,0.009529386647045612,0.08405696600675583,0.20865261554718018,0.004993505775928497,0.004838751163333654,0.004444362595677376,0.000948379107285291,0.13402776420116425,0.000999610172584653,0.023487940430641174,0.004589483141899109,0.0243406780064106,0.001973439007997513,0.0017632892122492194,0.006138496566563845,0.003072547959163785,0.0008998330449685454,0.0005869625601917505,0.0004968219436705112,0.007007374428212643,0.00040647602872923017,0.00030561600578948855,0.0001486633118474856,0.0003421309811528772,0.00032556988298892975
12,0.07407695055007935,0.038064826279878616,0.007474855054169893,0.01755356229841709,0.0016253555659204721,0.005632190033793449,0.04608963429927826,0.013071270659565926,0.0037618703208863735,0.16858431696891785,0.0018142728367820382,0.1590946763753891,0.3863011598587036,0.0005579885910265148,0.005461286287754774,0.288329154253006,0.0013622260885313153,0.0016416688449680805,0.0033038100227713585,0.009977694600820541,0.27372416853904724,0.007482369430363178,0.00027716552722267807,0.009567832574248314,0.012253792956471443,0.009116548113524914,0.005646557081490755,0.006793267093598843
13,0.8699309229850769,0.017666073516011238,0.0065912543796002865,0.009013496339321136,0.00039363373070955276,0.0006828324403613806,0.04027962684631348,0.04089975729584694,0.004054282326251268,0.0023380951024591923,0.0009134014835581183,0.0015862376894801855,0.004954784642904997,0.0003124346549157053,0.0005618181312456727,0.007684614509344101,0.0016643940471112728,0.0008451209869235754,0.00031917376327328384,0.0036297335755079985,0.006428005173802376,0.0022717027459293604,0.0002008535957429558,0.001152265234850347,0.0013219064567238092,0.0010064877569675446,0.0005673421546816826,0.0007250599446706474
14,0.1406416893005371,0.019806843250989914,0.0023977505043148994,0.007722457405179739,0.5611437559127808,0.00445037754252553,0.021473005414009094,0.0013136037159711123,0.01019756868481636,0.02407444827258587,0.054755039513111115,0.010050698183476925,0.029889672994613647,0.0008838109788484871,0.014712817035615444,0.007541799917817116,0.0074948943220078945,0.001803903840482235,0.013808255083858967,0.005842071026563644,0.0019514933228492737,0.0033074752427637577,0.0012148016830906272,0.002559768734499812,0.003221221035346389,0.00033494053059257567,0.00046931213000789285,0.0018070954829454422
15,0.16724500060081482,0.36006292700767517,0.005117007531225681,0.01077350415289402,0.009997667744755745,0.06978081166744232,0.009222680702805519,0.005505346227437258,0.003481138963252306,0.0019853662233799696,0.0283586997538805,0.0018105842173099518,0.006129952613264322,0.0005887509905733168,0.3036879003047943,0.003055666107684374,0.003021620213985443,0.002036716789007187,0.0007933975430205464,0.0012276482302695513,0.0010898223845288157,0.003718721680343151,0.001523359096609056,0.0008165144245140254,0.0005342804361134768,0.0002842088870238513,0.00029657737468369305,0.0005512498901225626
16,0.5875586867332458,0.007506321184337139,0.0065275877714157104,0.009288232773542404,0.00032654128153808415,0.0005685127689503133,0.19146837294101715,0.012561446987092495,0.00704549066722393,0.0012421653373166919,0.00046438476420007646,0.0015666949329897761,0.09169510751962662,0.0012410181807354093,0.0004069523129146546,0.029486147686839104,0.0015853545628488064,0.0005991593934595585,0.000455652829259634,0.03970476612448692,0.018703099340200424,0.01699274778366089,0.00032763800118118525,0.002486775629222393,0.0008881009998731315,0.002379004145041108,0.001243387465365231,0.0035481296945363283
17,0.7653502821922302,0.26170700788497925,0.004727155435830355,0.027262158691883087,0.00270415423437953,0.009589078836143017,0.003470609663054347,0.0011560841230675578,0.0022327397018671036,0.0017909782472997904,0.003063314827159047,0.0023789701517671347,0.002803669311106205,0.0005378358764573932,0.007197242230176926,0.0018339481903240085,0.00150908378418535,0.0009131268598139286,0.0008492383058182895,0.0004260563291609287,0.0008531814673915505,0.00164873490575701,0.0005528827314265072,0.0005742085049860179,0.00029405864188447595,0.00026524849818088114,0.00019700537086464465,0.00035274180117994547
18,0.06718099862337112,0.04793957248330116,0.007215114310383797,0.01971805840730667,0.004095617216080427,0.014429952017962933,0.05682128295302391,0.0014602600131183863,0.0042653921991586685,0.121331125497818,0.00996625516563654,0.08169004321098328,0.08074137568473816,0.0012169848196208477,0.004586949944496155,0.010968879796564579,0.6869198679924011,0.0013985037803649902,0.005301077850162983,0.004358238074928522,0.002403584774583578,0.18495459854602814,0.0005042614648118615,0.004586958792060614,0.0018719069194048643,0.0016313858795911074,0.0006547562079504132,0.022673875093460083
19,0.2859424948692322,0.16687354445457458,0.010034225881099701,0.01570301689207554,0.22010131180286407,0.020925000309944153,0.008854554034769535,0.0052606575191020966,0.003542293095961213,0.007817456498742104,0.09337105602025986,0.005107941571623087,0.016998188570141792,0.004031799733638763,0.0021713741589337587,0.0036407799925655127,0.001175407087430358,0.011656415648758411,0.010324887931346893,0.0009689757716841996,0.0014829194406047463,0.00043694564374163747,0.004698720294982195,0.0007625783327966928,0.0015251029981300235,0.0001940371294040233,0.0005446403520181775,0.0005530218477360904
20,0.05767567828297615,0.11581544578075409,0.007874776609241962,0.00874073151499033,0.054670725017786026,0.3738584518432617,0.007312234956771135,0.01118379831314087,0.0032799651380628347,0.6436235904693604,0.036930378526449203,0.1022220104932785,0.010412205010652542,0.001973536564037204,0.02054770663380623,0.005450512748211622,0.0018346300348639488,0.00294724409468472,0.013665991835296154,0.0022842991165816784,0.0039278557524085045,0.0009839596459642053,0.001638616668060422,0.002743299352005124,0.003016292816027999,0.0007615979993715882,0.0010847124503925443,0.0009021341684274375
21,0.24256040155887604,0.4994156062602997,0.007320075761526823,0.030992336571216583,0.0015036651166155934,0.010350538417696953,0.014607610180974007,0.03114345669746399,0.0010996656492352486,0.0017489009769633412,0.003129242453724146,0.005539865233004093,0.2880209684371948,0.0021659857593476772,0.002368747955188155,0.003371136961504817,0.0009170609409920871,0.004374954849481583,0.0010462242644280195,0.0027852817438542843,0.0020556256640702486,0.0008319133776240051,0.0010779285803437233,0.000933585106395185,0.0006768335588276386,0.0007184774149209261,0.0004782692121807486,0.0006067287758924067
22,0.08012082427740097,0.04370469972491264,0.00918684620410204,0.023585481569170952,0.37591028213500977,0.014208473265171051,0.003901627380400896,0.0022394773550331593,0.015688054263591766,0.001784897642210126,0.2074129581451416,0.0015931694069877267,0.0012216332834213972,0.020758794620633125,0.0051397597417235374,0.0019785016775131226,0.007041565608233213,0.007824105210602283,0.011053160764276981,0.0008696644799783826,0.0021105282939970493,0.0013230262557044625,0.007037782575935125,0.0015539511805400252,0.001748694572597742,0.0006609493284486234,0.0008359377388842404,0.0014076326042413712
23,0.12059210985898972,0.10508076101541519,0.008913506753742695,0.0059187510050833225,0.12492140382528305,0.040330782532691956,0.00603520730510354,0.02088245004415512,0.004178325645625591,0.0015678290510550141,0.7249696254730225,0.0012553618289530277,0.0038151247426867485,0.007678566034883261,0.014993888325989246,0.0011331512359902263,0.008027903735637665,0.01716354489326477,0.0013488470576703548,0.0018952497048303485,0.0012146842200309038,0.000537418236490339,0.007383645046502352,0.0005358188645914197,0.0010446894448250532,0.000326954061165452,0.0006410833448171616,0.0005390954320318997
24,0.452693909406662,0.12462158501148224,0.025731178000569344,0.012743634171783924,0.06249721348285675,0.006130548194050789,0.020637981593608856,0.01824374496936798,0.00398274464532733,0.0014939664397388697,0.1483345329761505,0.0009867394110187888,0.012970092706382275,0.003843847429379821,0.001861399388872087,0.003187385620549321,0.003438729327172041,0.013544151559472084,0.0020984485745429993,0.0020532766357064247,0.0013676240341737866,0.0005300291231833398,0.003229626454412937,0.0004342691390775144,0.0008232574327848852,0.0003046397177968174,0.0004916630568914115,0.0005808012210763991
25,0.07315943390130997,0.038794901221990585,0.003250380512326956,0.015072224661707878,0.02542492002248764,0.010972082614898682,0.0684124082326889,0.0023552286438643932,0.002848890610039234,0.7222400903701782,0.01631581224501133,0.19364292919635773,0.025765016674995422,0.0006730795721523464,0.015587779693305492,0.01338195987045765,0.0033552960958331823,0.0014197728596627712,0.03406612575054169,0.04083205386996269,0.0050179921090602875,0.003974970430135727,0.0005183889297768474,0.0037990096025168896,0.0037375979591161013,0.0007670540362596512,0.00119555473793298,0.003078963840380311
26,0.1585690826177597,0.04198220744729042,0.009794298559427261,0.008283744566142559,0.001476407633163035,0.0033452112693339586,0.2954186797142029,0.0801623985171318,0.0017696593422442675,0.012327933683991432,0.0013806760543957353,0.010452757589519024,0.3646084666252136,0.0015991408145055175,0.002148974919691682,0.009684021584689617,0.0009832816431298852,0.0008721655467525125,0.0015737444628030062,0.4270626902580261,0.0042995428666472435,0.00798609759658575,0.0008458589436486363,0.00576626555994153,0.0017573466757312417,0.001143347704783082,0.0009502283064648509,0.0025641846004873514
27,0.04469819366931915,0.03037172742187977,0.01351490244269371,0.0661226436495781,0.045157741755247116,0.0164483692497015,0.010619674809277058,0.003381206654012203,0.005013706162571907,0.08434832841157913,0.048254355788230896,0.9053950905799866,0.00853513740003109,0.01655883714556694,0.022133424878120422,0.008644807152450085,0.003644687822088599,0.0044010719284415245,0.06360465288162231,0.003550219116732478,0.0045031295157969,0.002001112326979637,0.002062204759567976,0.007058011367917061,0.014506135135889053,0.003310359315946698,0.001638332032598555,0.0035614597145467997
28,0.23275940120220184,0.015307893045246601,0.0026933017652481794,0.012387308292090893,0.007378928828984499,0.00525176664814353,0.014511317946016788,0.002146358834579587,0.0031567902769893408,0.0029302085749804974,0.005061218049377203,0.003532889997586608,0.008020901121199131,0.0007203309214673936,0.002582854125648737,0.006133062299340963,0.006956001278012991,0.001296614296734333,0.007433835417032242,0.005073844455182552,0.010188793763518333,0.06465912610292435,0.0009539461461827159,0.6227604150772095,0.013162885792553425,0.0005637207650579512,0.0018219937337562442,0.007272899150848389
29,0.10335379093885422,0.008608728647232056,0.0039217970333993435,0.0077462587505578995,0.4458307921886444,0.016189416870474815,0.004652269650250673,0.00307089532725513,0.005622662138193846,0.004777221474796534,0.2247256189584732,0.0028664253186434507,0.0019021563930436969,0.018599001690745354,0.0031061782501637936,0.0030434306245297194,0.003859889693558216,0.00654381699860096,0.014682675711810589,0.0010995179181918502,0.003579899435862899,0.000767257995903492,0.003426626091822982,0.001884596305899322,0.00309771578758955,0.000591212825383991,0.0009632466826587915,0.0009336673538200557
