row,neutral,confusion,curiosity,approval,love,realization,disapproval,surprise,disappointment,annoyance,optimism,sadness,caring,fear,anger,excitement,desire,admiration,nervousness,joy,disgust,embarrassment,remorse,amusement,grief,relief,gratitude,pride
1,0.37536928057670593,0.34846657514572144,0.3374974727630615,0.06325553357601166,0.030681638047099113,0.028940735384821892,0.014147997833788395,0.011066324077546597,0.010590975172817707,0.010298351757228374,0.00866688136011362,0.004684811923652887,0.003426447045058012,0.00300280237570405,0.00275029381737113,0.0027416928205639124,0.0023987998720258474,0.001926753087900579,0.0018727265996858478,0.001792183262296021,0.001683706184849143,0.0013406542129814625,0.0013318025739863515,0.0009310981840826571,0.000620948791038245,0.000547663017641753,0.00021755894704256207,0.0001399163738824427
2,0.026179714128375053,0.002364927902817726,0.004063266329467297,0.00804178323596716,0.005824475083500147,0.01185648888349533,0.0073142326436936855,0.002987760817632079,0.06567135453224182,0.012737768702208996,0.0025427311193197966,0.9113719463348389,0.00893637165427208,0.004084508866071701,0.008454124443233013,0.0017336740856990218,0.0035452330484986305,0.009339905343949795,0.00387450004927814,0.005098938010632992,0.005706410389393568,0.001994486665353179,0.015567862428724766,0.005571771413087845,0.03693970665335655,0.001819252036511898,0.004050727467983961,0.0004956847405992448
3,0.7965570688247681,0.12628670036792755,0.0942307561635971,0.06749140471220016,0.0013294682139530778,0.01910976506769657,0.006731132976710796,0.001833555637858808,0.0027603786438703537,0.0062302108854055405,0.016636572778224945,0.0010843921918421984,0.0027189389802515507,0.0009466534247621894,0.000858074810821563,0.0014874069020152092,0.0021263661328703165,0.0016522399382665753,0.0005721589550375938,0.0007652799249626696,0.000873338954988867,0.0004160892858635634,0.00046115307486616075,0.0007886058883741498,0.0002636354183778167,0.0004012847493868321,0.0003875923284795135,0.00016428004892077297
4,0.9626225829124451,0.012660806998610497,0.0077067106030881405,0.009421632625162601,0.0012669390998780727,0.0070900809951126575,0.004117309581488371,0.0017575793899595737,0.003413362894207239,0.007019651588052511,0.002251132857054472,0.002121027559041977,0.000891201023478061,0.0013616294600069523,0.002241916488856077,0.001625114819034934,0.001045482000336051,0.0020955128129571676,0.00042245653457939625,0.0010011250851675868,0.0018511253874748945,0.000706931168679148,0.0003597616741899401,0.0017612047959119081,0.00043849300709553063,0.00023265311028808355,0.0006201146170496941,0.00017617172852624208
5,0.3881573975086212,0.36838072538375854,0.5367398858070374,0.007037326227873564,0.001181277446448803,0.004687727894634008,0.005550219677388668,0.0037771896459162235,0.003480836283415556,0.01348793599754572,0.004411980975419283,0.0016257037641480565,0.002045431872829795,0.001440789899788797,0.0034302084241062403,0.001102446229197085,0.001680577639490366,0.0011183054884895682,0.0006131679401732981,0.0006421537837013602,0.001520838588476181,0.000748256454244256,0.00048606982454657555,0.0012497201096266508,0.0002920553379226476,0.0001397013256791979,0.0005146516487002373,5.2780065743718296e-05
6,0.41831809282302856,0.050177183002233505,0.026231881231069565,0.10653311014175415,0.0014775150921195745,0.628050684928894,0.004026080947369337,0.0232531800866127,0.0072492449544370174,0.008531756699085236,0.008718902245163918,0.004443369340151548,0.0017099620308727026,0.0030527478083968163,0.0012004480231553316,0.003623136319220066,0.0016354433028027415,0.004092974588274956,0.0030822076369076967,0.00336635485291481,0.0021907079499214888,0.0059973387978971004,0.0026262050960212946,0.0041950964368879795,0.0013450178084895015,0.0029818774200975895,0.001499330741353333,0.0010700037237256765
7,0.9473888278007507,0.00259368191473186,0.0012097947765141726,0.03702143207192421,0.0010667223250493407,0.019257893785834312,0.002030563773587346,0.0011751686688512564,0.00307050091214478,0.003348742378875613,0.0035365179646760225,0.0014555188827216625,0.0007204998400993645,0.0010653614299371839,0.0006255660555325449,0.0028717441018670797,0.0009682125528343022,0.005095397587865591,0.0004127764841541648,0.002093627117574215,0.001187957008369267,0.0004706967156380415,0.00032311995164491236,0.0016320196446031332,0.00031020567985251546,0.000623685191385448,0.001015300047583878,0.0004991117166355252
8,0.3935529887676239,0.02498515695333481,0.024388406425714493,0.15436168015003204,0.0018538180738687515,0.011587549932301044,0.2163325995206833,0.0006313027115538716,0.0064222607761621475,0.03372577577829361,0.03870220109820366,0.0042901118285954,0.42007389664649963,0.0015997879672795534,0.005323317833244801,0.001138788415119052,0.0027758674696087837,0.002802232513204217,0.0022776287514716387,0.0018474586540833116,0.0007491922588087618,0.0005657877773046494,0.0012149555841460824,0.0008766876417212188,0.0008579877321608365,0.0033009566832333803,0.0017394877504557371,0.00048286563833244145
9,0.7105696797370911,0.007016511633992195,0.0009709177538752556,0.07297176867723465,0.000694405403919518,0.1644197404384613,0.048443786799907684,0.001539804507046938,0.06617461889982224,0.029175104573369026,0.0068035610020160675,0.008356821723282337,0.0008975364617072046,0.0009112756815738976,0.0011469103628769517,0.00048341203364543617,0.0012695911573246121,0.001858831150457263,0.0010308679193258286,0.0013165953569114208,0.002008868381381035,0.0020666017662733793,0.0007680575945414603,0.0011452656472101808,0.0008052648627199233,0.0016838032752275467,0.0004794142150785774,0.000567329756449908
10,0.2655383050441742,0.25642338395118713,0.5836746096611023,0.01538920309394598,0.0015461243456229568,0.010736024007201195,0.021749570965766907,0.01075484324246645,0.009281828999519348,0.04474300146102905,0.0018858076073229313,0.0020399759523570538,0.001391880796290934,0.0031029977835714817,0.0052239056676626205,0.00214671203866601,0.0016142157837748528,0.004264217335730791,0.0014745634980499744,0.0007199475658126175,0.022735558450222015,0.007942783646285534,0.0007949603023007512,0.0018476106924936175,0.0005271884147077799,0.0002914917713496834,0.0005583870806731284,0.00014652192476205528
