row,disapproval,confusion,annoyance,curiosity,neutral,disappointment,anger,approval,surprise,realization,disgust,embarrassment,optimism,sadness,excitement,caring,fear,nervousness,amusement,admiration,joy,desire,gratitude,remorse,love,grief,relief,pride
37,0.17292580008506775,0.002837936859577894,0.40523892641067505,0.0020062574185431004,0.08492636680603027,0.020886721089482307,0.4228402376174927,0.014256808906793594,0.0013016130542382598,0.006803606171160936,0.0182267427444458,0.004221008159220219,0.005054815672338009,0.003037367481738329,0.0010737522970885038,0.0048606316559016705,0.001371144549921155,0.00040696203359402716,0.0008633226971141994,0.0055549852550029755,0.0009572305134497583,0.0012275242479518056,0.004200669936835766,0.0008476642542518675,0.0007973641622811556,0.0005294433794915676,0.00045324230450205505,0.0008919013780541718
38,0.013383382000029087,0.0038627893663942814,0.01619003899395466,0.0007815771969035268,0.8994901180267334,0.01944463886320591,0.0011155587853863835,0.02769586257636547,0.0012153832940384746,0.06333893537521362,0.002853885293006897,0.0015313252806663513,0.002583802677690983,0.006842156872153282,0.0005855742492713034,0.0009175599552690983,0.0013451825361698866,0.0008962498977780342,0.0011242292821407318,0.0021991231478750706,0.000877536425832659,0.0012101762695237994,0.000647572916932404,0.0007285723113454878,0.0007785173365846276,0.0006562011549249291,0.0009163084323517978,0.00045389734441414475
39,0.7649669647216797,0.021673381328582764,0.06422290951013565,0.0032050919253379107,0.2993382513523102,0.01680605858564377,0.009924233891069889,0.029022719711065292,0.001171917887404561,0.011651845648884773,0.0030707698315382004,0.001231505535542965,0.003097740700468421,0.0019694825168699026,0.0010005959775298834,0.0022076868917793036,0.0005470247124321759,0.00045191700337454677,0.0018745413981378078,0.00162431038916111,0.0015029973583295941,0.0013787130592390895,0.0013147740392014384,0.0006829544436186552,0.0015356672229245305,0.0002938271500170231,0.000546458235476166,0.00024209500406868756
40,0.09835155308246613,0.006102294661104679,0.4904004633426666,0.0018731385935097933,0.08957546949386597,0.4041166305541992,0.03346072882413864,0.009635471738874912,0.015031661838293076,0.06908664107322693,0.12339570373296738,0.10091746598482132,0.0026867585256695747,0.012655884027481079,0.0021666730754077435,0.0006856311811134219,0.007077774964272976,0.005554576870054007,0.006018002983182669,0.0025020763278007507,0.001994519028812647,0.001693102647550404,0.0006517624715343118,0.001720643718726933,0.0011820214567705989,0.0013328881468623877,0.0016285884194076061,0.001086956588551402
41,0.007155688013881445,0.009408517740666866,0.0039764451794326305,0.001720199827104807,0.9180552959442139,0.0027277013286948204,0.0006342526758089662,0.05083629861474037,0.0006781187257729471,0.023198187351226807,0.0010029824916273355,0.0003288487496320158,0.004707803018391132,0.0011191980447620153,0.0007491522701457143,0.000712588254828006,0.0007189561729319394,0.00028133689193055034,0.0008672832045704126,0.0018010914791375399,0.0008037860388867557,0.0007915465976111591,0.0007931907894089818,0.0003035013214685023,0.0008441978134214878,0.00019101887301076204,0.0003483149048406631,0.00019488431280478835
42,0.009653052315115929,0.001338622416369617,0.023364942520856857,0.0012383915018290281,0.05628862977027893,0.194159597158432,0.004599538631737232,0.008545590564608574,0.01652408577501774,0.03023909032344818,0.008135332725942135,0.004822910763323307,0.004000774119049311,0.5552741885185242,0.0037849307991564274,0.0033458916004747152,0.031597260385751724,0.01777266338467598,0.00457229046151042,0.007175023667514324,0.012663804925978184,0.0016940096393227577,0.001713088247925043,0.0017671955283731222,0.0017581525025889277,0.016885465011000633,0.00623868964612484,0.0013003257336094975
43,0.01725955307483673,0.00048625885392539203,0.0976409912109375,0.00035379038308747113,0.8126682043075562,0.03339189291000366,0.008935597725212574,0.05999055504798889,0.0003591831773519516,0.02303951233625412,0.006351491902023554,0.002250599442049861,0.004102562088519335,0.01228259690105915,0.0003728217270690948,0.004235656000673771,0.0014121097046881914,0.0006342905107885599,0.0008875714847818017,0.0026998664252460003,0.000805067305918783,0.0016049195546656847,0.000413525354815647,0.0008073943317867815,0.000622927735093981,0.0009054283727891743,0.001047690398991108,0.0007523854146711528
44,0.2928581237792969,0.35006609559059143,0.015265177004039288,0.08861732482910156,0.3009662330150604,0.021724870428442955,0.0016634039347991347,0.03802963346242905,0.0030752718448638916,0.016709113493561745,0.002601442625746131,0.001556371571496129,0.013805326074361801,0.0028261407278478146,0.0021137804724276066,0.0021297552157193422,0.0013879858888685703,0.001238832133822143,0.0010601923568174243,0.0019477541791275144,0.0014808739069849253,0.017702221870422363,0.0007392692496068776,0.0016099795466288924,0.0034476369619369507,0.00034270191099494696,0.0005265204817987978,0.00017671547539066523
45,0.029798006638884544,0.0039501129649579525,0.12286847084760666,0.0035006545949727297,0.3526170253753662,0.1776985079050064,0.0023576836101710796,0.12334251403808594,0.01506717037409544,0.14098168909549713,0.0045860339887440205,0.012924262322485447,0.017397139221429825,0.012975490652024746,0.0039083040319383144,0.0017689797095954418,0.0006618071929551661,0.0024002916179597378,0.008355660364031792,0.007656145375221968,0.009895259514451027,0.001563716446980834,0.00121214147657156,0.0011204446200281382,0.0005655200802721083,0.001766346162185073,0.009240997955203056,0.00226709246635437
46,0.06839319318532944,0.002545343479141593,0.6277020573616028,0.000993699417449534,0.2755424380302429,0.023593060672283173,0.14102040231227875,0.01649426855146885,0.0009974796557798982,0.011213282123208046,0.020334679633378983,0.003928143065422773,0.002903888002038002,0.0016062924405559897,0.0006198551855050027,0.001541096018627286,0.0005572107620537281,0.00034613494062796235,0.0031370078213512897,0.001740730949677527,0.0008881873800419271,0.0011094924993813038,0.0010388680966570973,0.0004281910660210997,0.0003476747660897672,0.00028519827174022794,0.00038578108069486916,0.0005263343336991966
47,0.016443679109215736,0.002907079178839922,0.030465327203273773,0.0008470284519717097,0.9356104135513306,0.0069612767547369,0.004622698295861483,0.012905405834317207,0.0006493960972875357,0.015677226707339287,0.0026153812650591135,0.0012685263063758612,0.002893768949434161,0.0018829591572284698,0.0005164617905393243,0.0010462880600243807,0.0008968585170805454,0.0003037855785805732,0.0017312716227024794,0.0008703026687726378,0.0006780428229831159,0.0008714674040675163,0.0006414457457140088,0.00042305217357352376,0.0003641771909315139,0.00032334463321603835,0.0003085627395194024,0.00021804196876473725
48,0.013213510625064373,0.002209291560575366,0.021818432956933975,0.002140941796824336,0.03421832248568535,0.0237205121666193,0.00747675821185112,0.029028169810771942,0.0022525929380208254,0.010339129716157913,0.0035662485752254725,0.001031710533425212,0.9296857118606567,0.009453759528696537,0.0024600366596132517,0.10681941360235214,0.005065993871539831,0.0022834157571196556,0.0023374278098344803,0.018050825223326683,0.0032506308052688837,0.06775349378585815,0.007077041547745466,0.00628055352717638,0.005128806922584772,0.0017829302232712507,0.0020113345235586166,0.0025700624100863934
49,0.01193713303655386,0.007844023406505585,0.0069527048617601395,0.0058152382262051105,0.11402671784162521,0.08370018750429153,0.0018180747283622622,0.02613149583339691,0.04542313516139984,0.060757413506507874,0.004610044881701469,0.003619388910010457,0.008097164332866669,0.5744118690490723,0.002270379103720188,0.003915984183549881,0.03209418058395386,0.007303908467292786,0.003417074214667082,0.03652973845601082,0.0032438798807561398,0.001429397496394813,0.003063208656385541,0.0025542096700519323,0.001957450993359089,0.028995119035243988,0.004596225451678038,0.001284905825741589
